菜品名称,有效匹配食材数,总重量(g),参与计算的成分明细,能量(kJ),蛋白质(g),脂肪(g),碳水化合物(g),膳食纤维(g),维生素C(mg),钙(mg),钠(mg)
炒鸡肉,9,239.0,咸肉:50.0g | 甜椒[灯笼椒，柿子椒]:25.0g | 洋葱[葱头](鲜):25.0g | 杏仁(大):15.0g | 油（橄榄油):15.0g | 香大米:30.0g | 水面筋:30.0g | 大葱:45.0g | 小米:4.0g,2512.2,23.75,40.08,39.12,0.0,31.55,61.74,113.01
烩面,7,906.0,羊肚菌[干狼肚](干):500.0g | 羊肉(后腿):200.0g | 小麦粉(标准粉):200.0g | 海带[江白菜](鲜):2.0g | 豆腐皮:1.0g | 木耳(干)[黑木耳，云耳]:2.0g | 油菜:1.0g,10656.48,196.63,45.51,367.88,0.0,15.36,517.1,295.99
土豆牛肉,5,165.0,马铃薯[土豆，洋芋]:25.0g | 番茄[西红柿]:50.0g | 牛肉(肥瘦)(均值):20.0g | 雪梨:50.0g | 凉面:20.0g,539.9,6.34,1.38,23.46,0.0,16.75,18.0,53.45
鸡蛋酱,3,30.0,"豆瓣酱:10.0g | 蛋（鸡蛋，均值):10.0g | 葱(小葱,鲜):10.0g",147.2,2.85,1.6,2.48,0.0,2.1,18.1,615.39
鸡腿蘑菇,9,296.0,凉面:50.0g | 口蘑(白蘑):70.0g | 花卷:75.0g | 洋葱[葱头](鲜):90.0g | 鸡腿:1.0g | 大蒜[蒜头](鲜):4.0g | 胡椒粉:2.0g | 盐水鸭(熟):2.0g | 藕粉:2.0g,2120.27,36.15,4.79,85.63,0.0,7.48,157.17,193.59
花生粥,4,222.0,花生(鲜)[落花生，长生果]:100.0g | 酒枣:100.0g | 玉米面(黄):20.0g | 粳米(标一):2.0g,2251.88,15.37,26.27,65.29,0.0,14.0,87.62,5.01
香菇炖肉,4,164.0,马铃薯[土豆，洋芋]:150.0g | 香菇[香蕈，冬菇](鲜):10.0g | 猪肉(奶面)[硬五花]:2.0g | 芝麻籽(白):2.0g,575.22,3.86,1.73,26.99,0.0,40.6,24.72,5.87
鸡蛋肠,7,154.0,"蛋（鸡蛋，均值):50.0g | 藕粉:30.0g | 水面筋:45.0g | 葱(小葱,鲜):25.0g | 盐水鸭(熟):1.0g | 油饼:1.0g | 海鲜酱(阿香婆):2.0g",1145.57,17.99,5.86,37.08,0.0,5.25,87.62,141.78
豆角,6,920.0,豆角:500.0g | 猪肉(肋条肉):250.0g | 奶片:50.0g | 老抽:30.0g | 生抽:75.0g | 盐水鸭(熟):15.0g,7991.65,50.86,162.68,70.71,0.0,92.5,316.1,7402.12
大白菜饺子,3,160.0,藕粉:60.0g | 玉米淀粉:15.0g | 水面筋:85.0g,1684.0,20.27,0.1,79.0,0.0,0.0,72.1,20.18
葱油拌面,4,16.0,大葱:10.0g | 生抽:2.0g | 老抽:2.0g | 糖（绵白糖）:2.0g,60.26,0.43,0.04,3.1,0.0,1.7,3.88,266.42
香菇滑鸡,11,1392.0,红豆馅:10.0g | 鸡肉松:300.0g | 香菇[香蕈，冬菇](鲜):200.0g | 胡萝卜(红)[金笋，丁香萝卜]:20.0g | 糖（白砂糖）:2.0g | 面条(均值):10.0g | 藕粉:500.0g | 烧饼(加糖):70.0g | 全脂加糖奶粉:10.0g | 水面筋:250.0g | 玉米油:20.0g,17310.66,95.08,73.83,768.4,0.0,4.6,556.9,5266.76
水煮豆腐,5,50.0,豆腐(北):10.0g | 变萝卜[红皮萝卜]:10.0g | 辣椒(红，尖，干):10.0g | 花椒:10.0g | 豆瓣酱:10.0g,383.2,4.87,3.26,14.47,0.0,2.4,88.7,613.87
奥利奥奶盖,3,30.0,牛奶糖:10.0g | 茶汤:10.0g | 小麦粉(标准粉):10.0g,371.2,1.49,0.98,18.33,0.0,0.0,11.3,2.94
红烧排骨,13,960.0,酱排骨:500.0g | 料酒:15.0g | 盐水鸭(熟):2.0g | 奶片:40.0g | 生抽:15.0g | 胡萝卜(红)[金笋，丁香萝卜]:1.0g | 洋葱[葱头](鲜):25.0g | 葫子:6.0g | 小米:200.0g | 啤酒(均值):1.0g | 奶糖:5.0g | 马铃薯[土豆，洋芋]:50.0g | 青豆[青大豆](干):100.0g,13461.94,168.87,164.81,272.99,0.0,19.37,460.19,5253.61
芒果布丁,6,1122.0,牛奶(草莓味，卡夫牌):500.0g | 椰子汁饮料:400.0g | 水面筋:100.0g | 奶片:20.0g | 糖（绵白糖）:100.0g | 芒果[抹猛果，望果]:2.0g,5198.34,42.57,28.74,201.13,0.0,1.46,537.8,249.3
潮汕,6,13.0,辣椒(红，尖，干):3.0g | 香菜[芫荽](鲜):2.0g | 黑醋栗[黑加仑]:2.0g | 鱼腥草(叶)[蕺菜、臭菜]:2.0g | 生抽:2.0g | 油饼:2.0g,82.94,0.81,0.84,3.07,0.19,4.9,5.86,140.71
麻婆豆腐,1,10.0,豆腐丝:10.0g,85.0,2.15,1.05,0.62,0.0,0.0,20.4,2.06
布朗尼,9,579.0,黄油:120.0g | 巧克力:120.0g | 蛋（鸡蛋，均值):100.0g | 糖（白砂糖）:50.0g | 藕粉:70.0g | 盐水鸭(熟):2.0g | 可可粉:25.0g | 核桃(鲜):90.0g | 米花糖:2.0g,11552.64,37.42,204.12,202.82,0.0,9.0,268.38,359.55
土豆茄子,5,190.0,马铃薯[土豆，洋芋]:100.0g | 茄子(均值):50.0g | 咖喱粉:10.0g | 细香葱[香葱，四季葱]:20.0g | 玉兰片:10.0g,581.2,4.61,1.62,29.28,3.69,32.6,89.0,9.59
啤酒鱼,6,179.0,罗非鱼:1.0g | 番茄[西红柿]:100.0g | 粉丝:10.0g | 奶片:60.0g | 大蒜[蒜头](鲜):6.0g | 细香葱[香葱，四季葱]:2.0g,1458.86,9.46,12.37,49.78,0.0,22.7,178.04,115.12
红烧肉,12,1668.0,鹌鹑:1000.0g | 猪肉(奶面)[硬五花]:500.0g | 老抽:2.0g | 生抽:2.0g | 玉兰片:20.0g | 奶糖:4.0g | 油炸豆瓣:5.0g | 蛇瓜[蛇豆，大豆角]:100.0g | 盐水鸭(熟):2.0g | 料酒:2.0g | 奶片:30.0g | 小米:1.0g,12560.99,278.05,191.56,45.81,0.0,5.7,797.0,1129.86
炸酱面,8,357.0,猪肉(肥):50.0g | 面条(均值):10.0g | 红萝卜:3.0g | 黄豆酱油:30.0g | 葫子:10.0g | 玉米淀粉:2.0g | 白葡萄酒:2.0g | 香菇[香蕈，冬菇](鲜):250.0g,2145.34,9.19,45.2,23.16,0.0,5.49,21.05,1728.15
爆炒泥鳅,2,260.0,泥蚶[血蚶，珠蚶]:250.0g | 料酒:10.0g,755.5,25.03,2.0,15.0,0.0,0.0,148.9,914.25
酱鸡,13,458.0,凉面:100.0g | 鸡胸脯肉:100.0g | 西兰花[绿菜花]:70.0g | 番茄[西红柿]:25.0g | 洋葱[葱头](鲜):25.0g | 大蒜[蒜头](鲜):1.0g | 油（橄榄油):2.0g | 生抽:30.0g | 料酒:15.0g | 蜂蜜:15.0g | 奶片:30.0g | 番茄酱:15.0g | 盐水鸭(熟):30.0g,2783.14,38.87,23.45,74.84,0.0,44.47,156.19,2696.49
雪媚娘,8,640.0,糯米[江米](均值):120.0g | 玉米淀粉:30.0g | 糖（绵白糖）:40.0g | 牛奶(草莓味，卡夫牌):160.0g | 玉米油:20.0g | 乳品（奶油）:250.0g | 杏干:10.0g | 沙果:10.0g,13375.6,15.54,268.42,187.95,0.0,0.3,214.2,724.3
泡菜面,13,166.0,挂面(均值):10.0g | 香菇[香蕈，冬菇](鲜):4.0g | 黄豆芽:10.0g | 大蒜[蒜头](鲜):3.0g | 豌豆尖:25.0g | 酱油(均值):10.0g | 烧饼(加糖):3.0g | 白醋:25.0g | 酱鸭:10.0g | 油饼:10.0g | 鸡精:1.0g | 水面筋:45.0g | 扁豆[月亮菜]:10.0g,1077.87,16.94,4.68,36.96,0.01,5.1,68.01,1005.82
肥牛卷,12,200.0,海鲜味方便面(含调味料):10.0g | 牛至:100.0g | 三明治(夹鸡肉片，无调料酱):10.0g | 盐水鸭(熟):0.5g | 胡椒粉:0.5g | 油饼:8.0g | 海鲜味方便面(含调味料):10.0g | 生抽:15.0g | 蜂蜜:15.0g | 料酒:15.0g | 醋栗[灯笼果]:15.0g | 胡椒粉:1.0g,1208.57,5.23,7.85,49.15,0.0,48.14,235.91,1197.42
照烧猪排,15,964.0,油饼:35.0g | 料酒:20.0g | 猪大排:500.0g | 口蘑(白蘑):50.0g | 蟹肉:50.0g | 白瓜:50.0g | 韭菜:1.0g | 韭菜:1.0g | 沙果:200.0g | 青香蕉苹果:25.0g | 大蒜[蒜头](鲜):5.0g | 玉兰片:20.0g | 芝麻籽(白):2.0g | 海苔:2.0g | 玉米淀粉:3.0g,7646.15,122.58,113.48,89.24,0.93,19.5,305.0,653.84
草莓芝士蛋糕,6,681.5,果冻(草莓水果冻):100.0g | 奶酪(光明牌):260.0g | 糖（白砂糖）:65.0g | 乳品（奶油）:150.0g | 玉米淀粉:6.5g | 蛋（鸡蛋，均值):100.0g,11273.32,57.43,228.35,108.71,0.0,0.0,1283.17,4726.97
南瓜浓汤,3,30.0,南瓜[倭瓜，番瓜](鲜):10.0g | 猪肉(肋条肉):10.0g | 大葱:10.0g,257.9,1.17,5.94,1.18,0.0,2.5,5.1,8.56
奥尔良烤鸡腿,4,582.0,鸡腿:500.0g | 料酒:60.0g | 水面筋:20.0g | 蜂蜜:2.0g,3916.04,84.89,65.06,3.97,0.0,0.06,53.68,487.01
煎饺,2,20.0,麻花:10.0g | 油饼:10.0g,388.5,1.62,5.44,9.58,0.0,0.0,7.2,67.17
红烧鳊鱼,8,67.0,鱼（银鱼）[面条鱼]:1.0g | 料酒:30.0g | 老抽:2.0g | 油饼:2.0g | 生抽:2.0g | 大葱:10.0g | 小米:10.0g | 青蒜:10.0g,233.38,1.98,0.88,10.1,0.0,3.3,15.84,360.28
混沌皮,5,10.0,冬菜虾仁馄饨:2.0g | 马铃薯[土豆，洋芋]:2.0g | 胡萝卜(红)[金笋，丁香萝卜]:2.0g | 盐水鸭(熟):2.0g | 生抽:2.0g,52.34,0.67,0.62,1.11,0.05,0.8,1.98,166.65
土豆丝,6,28.0,莴笋[莴苣](鲜):2.0g | 马铃薯[土豆，洋芋]:2.0g | 辣椒(红，尖，干):2.0g | 粉丝:2.0g | 油饼:10.0g | 味精:10.0g,343.3,5.18,2.56,10.02,0.0,0.62,16.08,874.3
牛轧糖,5,1000.0,黄油:100.0g | 米花糖:300.0g | 巧克力:100.0g | 全脂加糖奶粉:200.0g | 籼米:300.0g,19425.0,82.5,198.1,639.6,17.7,0.0,1604.0,1189.0
土茯苓,4,40.0,茯苓夹饼:10.0g | 赤小豆[小豆，红小豆](干):10.0g | 玉米笋(罐头):10.0g | 糜子(带皮):10.0g,432.5,3.63,0.18,22.77,0.0,0.0,24.4,28.61
蚝仔煎,5,162.0,蛋（鸡蛋，均值):150.0g | 韭菜:3.0g | 姜[黄姜](鲜):5.0g | 料酒:2.0g | 盐水鸭(熟):2.0g,937.9,20.43,13.76,4.91,0.0,0.92,87.09,234.79
素食主义,5,50.0,茼蒿[蓬蒿菜，艾菜](鲜):10.0g | 小麦粉(标准粉):10.0g | 大蒜[蒜头](鲜):10.0g | 色拉油:10.0g | 盐水鸭(熟):10.0g,710.9,3.42,12.79,10.79,0.0,2.5,17.1,174.66
鳗鱼饭,5,32.0,鱼（银鱼）[面条鱼]:1.0g | 酱鸭:1.0g | 蛋（鸡蛋，均值):10.0g | 扁豆[月亮菜]:10.0g | 蜂蜜:10.0g,228.99,2.0,1.31,8.72,0.0,1.6,10.4,23.46
白灼鱿鱼,2,402.0,乌贼(鲜)[鱿鱼，台湾枪乌贼，枪:400.0g | 粉丝:2.0g,1448.68,69.62,6.4,1.67,0.0,0.0,176.62,440.19
汆丸子,9,90.0,水饺(海鳗猪肉馅):10.0g | 白萝卜[莱菔](鲜):10.0g | 粉丝:10.0g | 花椒:10.0g | 细香葱[香葱，四季葱]:10.0g | 味精:10.0g | 油（茶油):10.0g | 香菜[芫荽](鲜):10.0g | 老抽:10.0g,958.9,7.5,12.8,22.74,0.0,8.3,100.4,1591.61
鸡蛋葱花饼,7,159.0,蛋（鸡蛋，均值):100.0g | 杏:10.0g | 花卷:10.0g | 藕粉:4.0g | 精盐:10.0g | 黄油:15.0g | 奶片:10.0g,1515.06,15.58,25.63,17.92,0.0,0.9,93.97,4096.78
粉果,5,170.0,藕粉:10.0g | 水面筋:80.0g | 凉粉:20.0g | 中华猕猴桃[毛叶猕猴桃]:30.0g | 红果[山里红，大山楂]:30.0g,880.0,19.25,0.5,32.8,0.0,34.5,87.1,18.26
炒刀削面,8,440.0,生抽:15.0g | 盐水鸭(熟):10.0g | 白醋:10.0g | 蛋（鸡蛋，均值):100.0g | 小麦粉(标准粉):250.0g | 辣椒酱[辣椒糊]:15.0g | 油饼:30.0g | 海鲜味方便面(含调味料):10.0g,5156.25,47.22,24.45,206.29,0.0,0.0,171.85,2689.47
蜜汁,5,457.0,玉米(白，干):300.0g | 油饼:2.0g | 料酒:100.0g | 老抽:15.0g | 糖（冰糖）:40.0g,5260.38,28.04,11.9,268.24,0.0,0.0,58.17,1326.59
鸡丝面,5,108.0,盐水鸭(熟):2.0g | 花椒:2.0g | 鸡腿:100.0g | 大葱:2.0g | 料酒:2.0g,808.1,16.51,13.71,1.52,0.0,0.34,19.84,101.99
油炸平菇,6,94.0,平菇[糙皮侧耳，青蘑]:20.0g | 蛋（鸡蛋，均值):50.0g | 精盐:10.0g | 凉面:2.0g | 水面筋:2.0g | 油饼:10.0g,514.36,8.39,6.79,7.47,0.0,0.8,37.36,4058.43
芒果派,5,42.0,油饼:10.0g | 芒果[抹猛果，望果]:10.0g | 糖（白砂糖）:2.0g | 乳鸽:10.0g | 鸡蛋(白皮):10.0g,419.86,3.25,6.62,7.22,0.0,2.3,96.4,132.39
彩椒牛排,4,157.0,鱼排:3.0g | 彩椒:150.0g | 盐水鸭(熟):2.0g | 胡椒粉:2.0g,240.35,2.78,0.94,11.93,4.95,156.0,14.13,52.95
米粑粑,4,473.0,籼米粉[排米粉]:200.0g | 糖（白砂糖）:20.0g | 酵母(鲜):3.0g | 牛奶(草莓味，卡夫牌):250.0g,4207.13,21.63,7.7,209.45,0.0,0.0,211.27,103.84
糖醋排骨,8,738.0,酱排骨:600.0g | 糖（绵白糖）:40.0g | 醋栗[灯笼果]:30.0g | 盐水鸭(熟):5.0g | 青蒜:10.0g | 番茄[西红柿]:50.0g | 蒜苗:1.0g | 芝麻籽(白):2.0g,10019.0,132.42,162.61,103.66,0.0,19.85,90.49,5036.1
芝麻片,2,152.0,甘薯(红心)[山芋，红薯]:150.0g | 芝麻籽(白):2.0g,692.5,2.02,1.09,37.68,0.0,39.0,46.9,43.39
藕片,10,78.0,节瓜[毛瓜]:2.0g | 小麦粉(标准粉):15.0g | 油炸豆瓣:6.0g | 糖（绵白糖）:2.0g | 油饼:30.0g | 老抽:15.0g | 香菜[芫荽](鲜):2.0g | 辣椒(红，尖，干):2.0g | 芝麻油[香油]:2.0g | 白醋:2.0g,1048.58,7.09,9.98,33.84,0.0,1.74,29.44,1235.97
樱桃酱,5,81.0,樱桃:10.0g | 樱桃:1.0g | 糖（冰糖）:10.0g | 柠檬:50.0g | 籼米:10.0g,413.07,1.42,0.73,21.95,0.59,12.1,55.21,1.87
牛腩炖萝卜,7,41.0,鱼腥草(根):1.0g | 酱鸭:30.0g | 老抽:2.0g | 生抽:2.0g | 盐水鸭(熟):2.0g | 油饼:2.0g | 姜[黄姜](鲜):2.0g,411.51,6.46,6.52,3.67,0.12,0.11,7.46,603.61
糯米饭,5,1315.0,芥菜头[大头菜，水芥]:700.0g | 糯米[江米](均值):500.0g | 猪肉(肥):100.0g | 香菇[香蕈，冬菇](鲜):5.0g | 红萝卜:10.0g,11829.55,52.41,95.03,444.02,0.0,238.35,589.2,492.54
炸油饼,5,730.0,"香大米:600.0g | 黄豆[大豆]:100.0g | 油饼:10.0g | 葱(小葱,鲜):10.0g | 水面筋:10.0g",10719.1,114.5,23.74,474.56,0.0,2.1,258.4,190.99
海参小米粥,5,54.0,小米:25.0g | 海参:10.0g | 白果(干)[银杏]:7.0g | 枸杞菜[枸杞，地骨](鲜):10.0g | 糖（红糖）:2.0g,573.87,5.4,1.0,26.49,0.0,5.8,49.27,55.94
瘦肉汤,5,185.0,猪肉(肥瘦)(均值):150.0g | 酒枣:5.0g | 玉米面(黄):10.0g | 盐水鸭(熟):10.0g | 玉兰片:10.0g,2788.25,22.61,58.49,15.05,0.0,0.1,20.15,245.31
去皮鸡腿肉,9,196.0,"鸡腿:100.0g | 金针菇[智力菇](鲜):50.0g | 盐水鸭(熟):1.0g | 大蒜[蒜头](鲜):1.0g | 葱(小葱,鲜):2.0g | 生抽:10.0g | 藕粉:15.0g | 藕粉:15.0g | 味精:2.0g",1346.65,18.79,13.48,31.83,0.0,1.49,13.93,887.44
鸭血汤,3,30.0,冬瓜:10.0g | 芝麻油[香油]:10.0g | 盐水鸭(熟):10.0g,504.0,1.7,12.6,0.56,0.0,1.8,3.8,156.04
猪肚汤,9,90.0,葫子:10.0g | 猪肚:10.0g | 猪大排:10.0g | 杏干:10.0g | 豆汁(生):10.0g | 牛奶(草莓味，卡夫牌):10.0g | 料酒:10.0g | 盐水鸭(熟):10.0g | 油饼:10.0g,647.1,6.53,7.81,14.93,0.0,2.9,37.1,259.6
馋嘴牛蛙,7,343.0,牛蒡叶(鲜):300.0g | 莴笋[莴苣](鲜):1.0g | 料酒:15.0g | 料酒:1.0g | 盐水鸭(熟):2.0g | 细香葱[香葱，四季葱]:4.0g | 奶片:20.0g,955.79,17.25,6.97,27.53,0.0,76.6,784.63,110.66
辣炒花甲,14,140.0,大葱:10.0g | 姜[黄姜](鲜):10.0g | 糖（绵白糖）:10.0g | 生抽:10.0g | 盐水鸭(熟):10.0g | 醋栗[灯笼果]:10.0g | 油（辣椒油):10.0g | 芝麻油[香油]:10.0g | 花生油:10.0g | 青豆[青大豆](干):10.0g | 胡椒粉:10.0g | 老抽:10.0g | 大蒜[蒜头](鲜):10.0g | 大蒜[蒜头](鲜):10.0g,1951.2,8.64,34.62,32.01,0.0,6.3,44.1,1492.58
酸菜鱼,14,1639.0,"酸白菜[酸菜]:2.0g | 鳙鱼[胖头鱼，摆佳鱼，花鲢鱼]:1500.0g | 酒枣:1.0g | 花椒:10.0g | 姜[黄姜](鲜):2.0g | 盐水鸭(熟):2.0g | 烧饼(加糖):2.0g | 大葱:2.0g | 大蒜[蒜头](鲜):100.0g | 葱(小葱,鲜):2.0g | 辣椒(红，尖，干):2.0g | 豆瓣菜[西洋菜，水田芥](鲜):10.0g | 鸡精:2.0g | 油饼:2.0g",7140.13,236.25,35.49,109.6,0.01,13.08,1342.71,1362.15
芝士焗番薯,2,150.0,甘薯(红心)[山芋，红薯]:50.0g | 牛奶(草莓味，卡夫牌):100.0g,548.0,3.25,3.1,22.65,0.0,13.0,89.5,42.55
芒果班戟,7,781.0,沙果:50.0g | 蛋（鸡蛋，均值):100.0g | 牛奶(草莓味，卡夫牌):250.0g | 藕粉:90.0g | 糖（白砂糖）:25.0g | 黄油:16.0g | 乳品（奶油）:250.0g,13050.6,22.4,274.53,148.38,0.0,1.5,306.3,889.57
炒鸡,14,763.0,"鸭血(白鸭):25.0g | 鸡肫[鸡胗]:500.0g | 豆瓣酱:30.0g | 葱(小葱,鲜):2.0g | 玉兰片:30.0g | 青稞:40.0g | 料酒:45.0g | 花椒:10.0g | 烧饼(加糖):3.0g | 青蒜:5.0g | 玉兰片:30.0g | 小米:8.0g | 盐水鸭(熟):5.0g | 油饼:30.0g",4450.79,113.4,26.38,97.2,0.0,1.82,214.5,2631.7
柠檬鸭,5,58.0,大黄米[黍子]:50.0g | 鸡肫[鸡胗]:2.0g | 鸭血(白鸭):2.0g | 柠檬:2.0g | 油饼:2.0g,809.92,7.64,1.9,36.85,0.0,0.44,18.18,17.29
桂花酒酿,4,24.0,白葡萄酒:2.0g | 藕粉:10.0g | 蜜桃:2.0g | 桂圆:10.0g,195.56,0.16,0.01,11.34,0.0,4.38,1.96,1.56
薄脆饼,6,248.0,燕麦片:90.0g | 烧饼(加糖):35.0g | 玉米油:10.0g | 蛋（鸡蛋，均值):50.0g | 牛奶(草莓味，卡夫牌):55.0g | 可可粉:8.0g,2842.17,26.11,23.41,93.63,0.0,0.0,262.17,108.5
红烧螃蟹,3,212.0,蟹肉:200.0g | 糖（白砂糖）:2.0g | 剁辣椒:10.0g,571.26,23.34,2.45,5.28,0.59,0.0,463.3,784.33
石锅拌饭,15,193.0,米饭(蒸)(均值):2.0g | 菠菜[赤根菜](鲜):2.0g | 香菇[香蕈，冬菇](鲜):4.0g | 胡萝卜(红)[金笋，丁香萝卜]:1.0g | 黄豆芽:2.0g | 盐水鸭(熟):10.0g | 蛋（鸡蛋，均值):100.0g | 芝麻油[香油]:2.0g | 鸡腿:10.0g | 精盐:10.0g | 胡椒粉:10.0g | 料酒:10.0g | 奶糖:10.0g | 生抽:10.0g | 酱鸭:10.0g,1345.12,20.46,17.49,20.85,0.0,0.97,71.86,5013.82
玉米面窝头,5,231.0,玉米面(白):71.0g | 糯米[江米](均值):65.0g | 全脂加糖奶粉:10.0g | 牛奶(草莓味，卡夫牌):75.0g | 水面筋:10.0g,2537.24,17.05,8.44,116.49,0.0,0.0,141.02,69.14
凉拌粉,6,925.0,醋栗[灯笼果]:45.0g | 盐水鸭(熟):5.0g | 酱油(均值):30.0g | 油（胡麻油):45.0g | 小米:300.0g | 籼米粉[排米粉]:500.0g,14046.9,66.91,56.41,640.51,0.0,12.6,185.9,1900.1
油泼扯面,8,67.0,藕粉:10.0g | 凉面:10.0g | 大葱:3.0g | 油炸豆瓣:4.0g | 白醋:10.0g | 韭菜:10.0g | 生抽:10.0g | 精盐:10.0g,324.99,2.29,0.68,15.47,0.0,2.91,14.99,4624.94
豆腐饼,7,430.0,豆腐花[豆腐粉]:200.0g | 虾皮:75.0g | 蛋（鸡蛋，均值):50.0g | 小麦粉(标准粉):45.0g | 玉米淀粉:30.0g | 油面筋:15.0g | 味精:15.0g,5767.65,65.12,15.75,240.53,0.0,0.0,1159.95,5090.73
苦瓜汤,6,509.0,苦瓜[凉瓜，癞瓜](鲜):1.0g | 猪肉(奶面)[硬五花]:500.0g | 水面筋:2.0g | 盐水鸭(熟):2.0g | 鸡精:2.0g | 油饼:2.0g,7094.23,69.18,154.04,12.85,0.01,0.56,32.94,680.21
吐司面包,7,713.0,藕粉:400.0g | 牛奶(草莓味，卡夫牌):200.0g | 蛋（鸡蛋，均值):1.0g | 酵母(鲜):3.0g | 盐水鸭(熟):4.0g | 花生油:45.0g | 糖（白砂糖）:60.0g,9753.36,7.08,52.09,453.4,0.0,0.0,206.63,165.64
芹菜香干,6,66.0,豆腐干(均值):3.0g | 韭菜:10.0g | 鸡精:10.0g | 粳米(标一):10.0g | 油炸豆瓣:3.0g | 油面筋:30.0g,929.3,11.39,8.31,25.56,0.07,2.4,25.93,1909.42
蒸米饭,8,262.0,蛋（鸡蛋，均值):200.0g | 米饭(蒸)(均值):2.0g | 盐水鸭(熟):10.0g | 大葱:10.0g | 酱油(均值):10.0g | 大蒜[蒜头](鲜):10.0g | 油饼:10.0g | 味精:10.0g,1714.96,34.29,22.59,17.71,0.0,2.4,141.14,1870.19
酸辣粉,10,33.0,粉条:1.0g | 花生(鲜)[落花生，长生果]:2.0g | 黄豆[大豆]:2.0g | 白醋:10.0g | 生抽:10.0g | 盐水鸭(熟):1.0g | 香菜[芫荽](鲜):2.0g | 大葱:2.0g | 油（辣椒油):2.0g | 烧饼(加糖):1.0g,188.93,1.75,3.2,2.7,0.0,1.58,11.74,678.54
威风蛋糕,5,330.0,蛋（鸡蛋，均值):150.0g | 玉米油:30.0g | 牛奶(草莓味，卡夫牌):50.0g | 藕粉:50.0g | 糖（绵白糖）:50.0g,3801.7,21.45,44.46,105.45,0.0,0.0,130.3,218.22
花面包,18,992.0,面包(均值):10.0g | 藕粉:250.0g | 蛋（鸡蛋，均值):30.0g | 牛奶(草莓味，卡夫牌):160.0g | 炼乳(甜，罐头):10.0g | 盐水鸭(熟):3.0g | 烧饼(加糖):20.0g | 全脂加糖奶粉:10.0g | 酵母(干):3.0g | 花卷:2.0g | 黄油:15.0g | 藕粉:300.0g | 水面筋:160.0g | 花卷:2.0g | 酵母(鲜):3.0g | 黑芝麻汤圆:2.0g | 红豆馅:10.0g | 红豆沙:2.0g,11960.46,55.59,27.61,589.37,0.04,0.2,409.12,330.77
布鲁姆面包,5,440.0,藕粉:250.0g | 酵母(鲜):3.0g | 水面筋:160.0g | 油（橄榄油):25.0g | 盐水鸭(熟):2.0g,5890.35,38.51,25.66,252.98,0.0,0.0,142.07,82.56
粉蒸虾,4,32.0,虾虎:10.0g | 籼米粉[排米粉]:2.0g | 盐水鸭(熟):10.0g | 料酒:10.0g,194.54,3.0,2.78,2.39,0.0,0.0,4.72,196.74
琥珀核桃,3,450.0,核桃(鲜):250.0g | 糖（白砂糖）:50.0g | 糖（白砂糖）:150.0g,6868.5,32.0,74.75,215.05,0.0,25.0,40.0,0.8
黄小米粥,4,8.0,小米:2.0g | 南瓜[倭瓜，番瓜](鲜):2.0g | 玉米(白，干):2.0g | 水面筋:2.0g,74.42,0.84,0.14,3.35,0.0,0.16,2.86,0.45
土豆丝饼,8,228.0,马铃薯[土豆，洋芋]:100.0g | 蛋（鸡蛋，均值):100.0g | 小麦粉(标准粉):2.0g | 花卷:2.0g | 盐水鸭(熟):2.0g | 胡椒粉:10.0g | 油饼:2.0g | 红萝卜:10.0g,1196.62,17.2,10.26,31.44,0.0,27.3,67.42,185.52
潮汕砂锅粥,8,1127.0,香大米:1.0g | 扇贝(干)[干贝]:20.0g | 虾米[海米，虾仁]:750.0g | 酱排骨:200.0g | 油饼:150.0g | 香菜[芫荽](鲜):2.0g | 大葱:2.0g | 酱油(均值):2.0g,12108.41,394.43,107.75,85.0,0.0,1.3,4270.9,39376.7
芝麻菜沙拉,5,210.0,猪小排:200.0g | 大蒜[蒜头](鲜):4.0g | 百里香(鲜):2.0g | 胡椒粉:2.0g | 小麦粉(标准粉):2.0g,2389.74,34.0,46.28,5.86,0.0,0.28,34.58,126.87
凉拌牛肉,15,631.0,酱牛肉:10.0g | 葫子:500.0g | 大葱:10.0g | 花椒:10.0g | 奶片:10.0g | 大葱:10.0g | 香肠:10.0g | 料酒:10.0g | 剁辣椒:10.0g | 盐水鸭(熟):2.0g | 素什锦:2.0g | 大蒜[蒜头](鲜):10.0g | 大葱:25.0g | 香菜[芫荽](鲜):10.0g | 烧饼(加糖):2.0g,1472.77,13.39,9.68,56.88,0.59,158.65,373.25,668.74
芝士焗土豆泥,8,137.0,"马铃薯[土豆，洋芋]:100.0g | 马肉:2.0g | 盐水鸭(熟):2.0g | 腊肠:25.0g | 玉米(白，干):2.0g | 豌豆(带荚,鲜)[回回豆]:2.0g | 胡椒粉:2.0g | 牛奶(草莓味，卡夫牌):2.0g",1045.87,8.8,13.08,24.74,0.0,27.28,16.52,391.9
红豆粥,4,272.0,红豆沙:150.0g | 香大米:100.0g | 酒枣:20.0g | 枸杞菜[枸杞，地骨](鲜):2.0g,3157.26,19.88,1.11,165.28,0.0,1.16,52.22,61.71
椰子水,2,190.0,咖啡豆:10.0g | 椰子:180.0g,1940.0,8.91,22.66,63.23,5.51,10.8,11.7,100.3
胡萝卜汁,3,18.0,胡萝卜(红)[金笋，丁香萝卜]:1.0g | 水面筋:2.0g | 蜂蜜:15.0g,218.02,0.54,0.29,11.67,0.0,0.58,2.44,1.06
